id	text	source	keyword_cat	ws_label	gpt_label	llama_label	tier	majority_label	agree_count	ws_confidence
533	اشاوس الدعم السريع يخوضون معارك حاسمة ويحررون عدد من المناطق بالفاشر من مليشيا البرهان ومرتزقة الحركات The RSF engages in decisive battles and liberates several areas in El Fasher from the SAF militia and allied mercenary movements معركة_الديمقراطية حراس_الثورة_المجيدة	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
555	فيديو توضيحي يوضح اثار رائش طيران الفلول الذي تسبب في وفاة شهيد القضية البطل اللواء عبدالرحمن البيشي من جوة بيت البكاء	war_corpus	violence_reporting	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
558	صباح محمد الحسن المجلس الانقلابي تاخر الحوار تسبب في تراجع الوضع الامني والاقتصادي ماتضحكوا الناس دي بتتكلم جد تعليقنا المرة الفاتت قال الموكون المدني هو السبب في التراجع الامني و اللقتصادي هم ممنوعين من الصرف ولا شنو	war_corpus	gender_hate	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
559	حنصوم رمضان من غير كيزان. #مدن_السودان_تنتفض #اعتصام_القيادة_العامة #السودان_الاضراب_العام	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
570	الكلام والانصرافيه انتهت خلاص حريق وإنفجار الشارع هو الخيار تسقط بس بكرة مليونية #موكب24مارس #تسقط_بس	old_twitter	violence_reporting	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
577	جنجويد الاذاعة القائد التابع للجنجا المسؤول من الاذاعة صيج بحجة انو ماشي يتعالج وطلع ارسالية وقبل يومين شقيقه الاصغر سلم ومعه 15فرد ود المصطفى	war_corpus	hate_tribal	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	0.695
583	القزازة دي بتاعت الويسكي المعتق الخلي حمدوك ينكر وفاة سيدهم حميدتي و يقول حميدتي حي و الذكاء الاصطناعي دا كذب و اشاعة من الفلووووول	war_corpus	violence_reporting	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
594	في وطني #السودان أشخاص يفسدون في الأرض يومياً ولا يخافون يوماً كان مقدارهُ خمسون ألف سنة #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	0.0
611	انا مسحت التغريده المكتوب فيها راغنار لوثبروك حيموت في الحلقه الأخيره عشان ما احرق المسلسل للناس المامتابعين	old_twitter	violence_incitement	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	1.0
627	ما يحدث الان من احتراب اثني بافريقيا الوسطي ماهو الا تبعات وسداد لفواتير الحرب التي ستتدفعها دولة افريقيا الوسطى التي رعت المليشيا عبر تحشيد بعض القبائل المداخله بينها وما بين السودان وتوفير غطاء تدريب ورعايه لمرتزقه قادمين من عدة دول من غرب افريقيا وترحيلهم الى السودان لستم امنين	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
643	شغل بختلف ي سحبي فتك ومتك ام صميمة الجغم المبارك	war_corpus	violence_incitement	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	0.811
664	وتتوالى رشاوي المجلس الانقلابي مهما فعلت ومهما قمعت.. لن يرضخ لك الشعب السوداني الحر الذي لم تعرفه بعد.. #الثورة_مستمرة #لم_تسقط_بعد #مدن_السودان_تنتفض	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
674	رؤيتي للاتفاق في نقاط *احتفاظ المجلس بنسبة في برلمان الانتقاليه اشاره لرهانه على اختلاف (قحت) في داخلها وعوده الممارسه الكيزانيه في شراء الذمم *قصر لجنة التحقيق على شهداء مايو غير مقبول وقد يبني عليه تقادم مسقط مستقبلا #اعتصام_القياده_العامه #تسقط_تالت #تسقط_بس	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
683	عشان بعدين القحاطة مايشبكوكم ده اتفاق ويكونو ماملين انو مليشيتهم انسحبت فعلا تعال لقط فطياسك ديل ياخالد سلك وكل الخنزاير المعاهو وحرم واصلنكم لحدي انجمينا جوة ياملاقيط وتارنا معاكم مابنخلي ملاحم_البطانة_الخالدة تابعونا على الرابط قناة التلغرام _ قناة الواتساب	war_corpus	profanity	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
688	يا بابكر هاك عالج الوطن الفتر لا_لحكم_العسكر مجزرة17يناير	war_corpus	violence_reporting	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
697	الشهيد علي فضل يخاوي ليه امنجي كوز الله يرحمك في علياؤه تخيل اخوه بالدم	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
716	خلينا من الدرامتيك ديل عازمك كبتشنينو	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	0	1.0
728	الخبير الاستراتيجي الجنرال معاوية علي عوض الله هذه الحرب حربنا كامة وشعب ضد استعمارنا واستغلال ونهب مواردنا والدعم السريع يقاتل بالوكاله لتحقيق ذلك فعليه اناشد القائد العام بان يعلن التعبئة العامه لدحر هؤلاء التتار المرتزقة الذين عاثو فسادا في ارضنا وانتهكو عروضنا التعبئه ثم التعبئه	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
763	فاطمة الصادق الشهيرة بفاطمة شاش صحفية قالت انو كل الطلعو مظاهرات مدمنين للشاش وقبل فترة كتبت انو اي بيت سوداني فيه زاني وسكران	old_twitter	revolution_terms	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	0	0.0
779	تم القبض علي عدد خمسة قناصة مرتزقة يتبعون لمليشيا الدعم السريع من الجنسية الاثيوبية في جبل مويا وبعد التحقيق معهم وتحويلهم لمحاكمتهم قام وكيل النيابة ب اطلاق سراحهم ؟؟؟؟ الامارات_تسلح_مليشيا_الدعم_السريع الامارات_دولة_مافيا جيش_السودان_يحارب_الارهاب	war_corpus	threats	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
809	حزب المؤتمر الوطني طلع قروش كتيرة برا البلد و حتكون تركيا مكان استضافة لقناة فضائية معارضة كيزانية جاري العمل من اجل تحقيقها #السودان	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
827	التصعيد الثوري الشعب كلو ينزل الشارع!!!!!!!	old_twitter	profanity	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
829	بسبب اتفاقية نيفاشا احنا في المرحلة دي عشان كدا لازم تسقط ،عشان نرجع قلب السودان للسودان #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
833	، ، ﺍﻟﺬُّﻝ ، ، ،	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	0	1.0
834	نحن بنزرعو و نمشي نشتري من الحيكومة الكيزان الكيلو جنيه للعلم كل تكاليف الزراعة على المزارع حتى الماء بلادي سهول بلادي حقول دولة الفساد و الفشل #تسقط_بس #موكب14مارس	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
844	عاجل عبدالرحيم دقلو دي شغله فارغه ساي اقسم بالله بل بل بس تابعونا على الرابط قناة التلغرام _ قناة الواتساب	war_corpus	neutral_news	HATE	OFFENSIVE	NEUTRAL	3	NO_MAJORITY	0	0.562
850	م حصل نزلنا حوجه وم اكتملت الا الوجه دي انتو زعلانين من ناس الشقيلاب ولا شنو ههه همتكم معانا يا ناس	war_corpus	violence_incitement	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	1.0
857	سقوط النظام يعني سقوط جهاز الامن والمليشيات المرتزقه من كتايب الظل وقوات الاسناد والدفاع الشعبي حيحاولوا يكسروا اعتصامنا مافي مكان للاحباط او التراجع الثوره مستمره والنظام قرب داير دفره بسيطه ويقع من الهاويه المجد لشرفاء الجيش #اعتصام_القياده_العامه #تسقط_بس #مدن_السودان_تنتفض	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
876	فلاتية راكبه هليكوبتر شافت جبل من فوق	old_telegram	hate_tribal	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	1.0
878	مسؤولين عنه: كتائب الظل علي عثمان الفاتح عز الدين قوش جهاز الامن والشرطة الداخلية وبشه حسابه عسير مع ربه لانه كل راعي مسؤول عن رعيته نصيحة ابقو عشرة على نفسكم وأولادكم والناس تكون مجموعات ولازم يتفقوا انه يرجعوا تامين وسالمين قبضوا منكم زول اردموهم طوب حتى تفكوه #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
893	خروج موكب في جاكسون يهتف سلمية سلمية كيزان حرامية	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
908	لأصحاب حكومة الكفاءات ما هي أحكام الهجرة في ظل الحراك الان الثورة الشعبيه #تسقط_بس	old_twitter	violence_incitement	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	0.811
926	أمر متوقع اذا لم تعي الحكومه ولم تتدارك الأوضاع و واصلت في نهجها واستفذاذها المواطنين لا اعتقد انها سوف تكون مجرد ثوره بل اظنها مجزرة ستطول كل كوز في البلد.	old_twitter	violence_reporting	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
933	حتى اسقاط السلطة الانقلابية باتفاقها السياسي، والذي اتى لتكريس سلطة العسكر على شعبنا، لن نتراجع حتى بناء دولتنا المدنية التي بذل شعبنا في سبيلها الدماء والعرق وغالي التضحيات اعلام التجمع ٢٩ نوفمبر ٢٠٢١م مليونية30نوفمبر لاتفاوض_لاشراكة_لاشرعية	war_corpus	humanitarian	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	0.642
956	الله اكبر ابشروا بحري حديقة عبود كاكي اخضر نصر الله الابطال قشم فوق والله نصر_من_الله_وفتح_قريب امن_يا_جن	war_corpus	profanity	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
961	15:سورة الكافرونتْمٌنَْع الُكِفَرَ ْعنَدِ الُمٌوَتْ	old_telegram	religious_sectarian	OFFENSIVE	NEUTRAL	HATE	3	NO_MAJORITY	0	1.0
1028	حملة قتل الكلاب المتشردة او الضالة بام درمان	war_corpus	violence_reporting	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1036	في ناس بتقول ما عايزين حكم اسلامي تاني شوفو عملوا لينا شنو، مع انو ابدا ما منطق انو يكون عمر البشير هو الشخص البيتضرب بيهو المثل دا لانو العملو هو ما بيعملو مسلم ولا كافر ولا اي انسان سوي فالناس تكون منطقيه اكتر في اسبابها	old_twitter	religious_sectarian	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	0.755
1048	بنزيما ينتظر الانتصار على الانجليز لاهداء الفوز لاريك ابيدال ونحن وياك يا بنزيمه	old_twitter	violence_incitement	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	1.0
1066	التجمع المهني للطيران من أجلك ياشعبنا المناضل وأصحاب الابتسامة الرائعة والتفتيش بالذوق، ومن أجل شهداء ثورتنا السلمية الذين برغم سلميتهم أبت أذرع البطش الشيطانية إلا أن تنتزعهم من بيننا، وتترك في قلوبنا حسرة وحزن نعتصره، #تسليم_السلطه_للشعب #اعتصام_القياده_العامه	old_twitter	violence_reporting	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1097	إنها ليلة الجمعة اللهم نسألك بأسم الأعظم أن تبعد عن وطننا وشعبنا البلاء وان تبدله عافيه وطمأنينة وسكينة اللهم باعد بيننا وبين الداء كما باعدت بين المشرق والمغرب واللهم أبعد عنا اخوان السوء وأصحاب المصلحة والعملاء والماجورين	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1110	قوى الحرية والتغيير نداء عاجل شعبنا الابي، ثورتنا تتقدم تحت حماية الشعب، فهو الحامي الاول والاخير لها، ولن تروعه محاولات فض الاعتصام ومحاولات ترويع الثوار السلميين بالعنف السودان_التصعيد_الثوري اعتصام_القياده_العامه تابعوا قناتنا على تيليجرام او البوت May 15 2019 at 08 23PM	war_corpus	neutral_news	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1136	بروفيسور #بركات_الحواتى انت فخر لهذا الوطن وملهم لهذا الشعب فأمثالك لا تشتريهم المناصب امثالك لا يبيعوا المبادئ #الكيزان لابشبهوك ولا بتشبهم الله يحفظك ويكثر من امثالك #تسقط_بس #مدن_السودان_تنتفض	old_twitter	hate_political	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1137	المقاطعة شاملة حتى السلع والخدمات البعلنوا اصحابها في القناة او الصحيفة عشان كدة متجرس الفورة مليون تسقط بس حكومة تجار الدين	old_twitter	hate_tribal	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	0.0
1142	الشيخ عبد الرحمن مؤذن مجمع نور الدائم المليح بامدوم تم قتله اليوم داخل المسجد بواسطة جنجويد من دولة جنوب السودان وانا لله وانا اليه راجعون تابعونا على الرابط قناة التلغرام _ قناة الواتساب	war_corpus	hate_tribal	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	0.695
1148	قبل فترة شفتك مع نورا في إيطالي ولا واحد شبهك اخر مره دخلت ايطالي قبل سنتين بولت فيهو	old_twitter	violence_incitement	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	1.0
1172	بتفق مع بتاع ركشة على مشوار شبكني ليك الاسبيرات غالية وبنزين مافي... وطيب نحنا بنطلع الشارع عشان شنو ياخ ، يا جماعة أي زول في البلد دي جزو من الوطن يوم ابريل يوم مصيري نناشد كل الفئات العمرية وعامة الشعب بالنزول للشوارع عشان نرجع حقنا. #موكب6أبريل #تسقط_بس	old_twitter	profanity	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1175	البرهان لاجديد عشان كده تسقط بس #مدن_السودان_تنتفض #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
1189	عرفتك ما عرفتا الخوف بقيت لي انتا واحد بس بيك قصرتا حد الشوف	war_corpus	violence_incitement	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	1.0
1192	على الطيبين فإآن أ آاوجاعهم كفارة	old_telegram	religious_sectarian	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	0.671
1198	#لن_ننسى_ولن_نغفر لو هربتي بعد ميه سنه مافي زول حينسى العملتيهو	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
1204	الهجوم الشديد الذي يتعرض له السيد رئيس الوزراء ومحاولة (تبخيس) و(تسفيه) أي خطوة قد تخدم مصالح السودان وإعادة إنتاجه للمجتمع الدولي بما يعزز تلك المصالح ، يجب أن يُقابل بمزيد الجهد لإفشال خطط المغرضين الذين لايريدون للسودان وشعبه خيرا #تحديات_الفتره_الانتقاليه #شكرا_حمدوك	old_twitter	profanity	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1289	منطق برضو بس لسة دا صليبي مستعمر	old_twitter	religious_sectarian	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
1307	اللواءطيار طلال علي الريح الصديق هو من نفذ الطلعة الجوية بالامس لتدمير الطائرة بمطار نيالا برغم منظومات التشويش الحديثة المنتشرة داخل المطار وبالقرب منه تسلم البطن الجابتك الكلية_الحربية_مصنع_الرجال_والابطال الجوية فتك_متك_جوية_بس ماتنسي تضغط متابعه	war_corpus	violence_reporting	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	1.0
1316	حركة المقاومة الشعبية تنعي شهداء جنين حمامرة وخليلية والجعبري وتؤكد ان جرائم الاحتلال لن تمر دون عقاب ونشدد على ان المعركة مع العدو مستمرة وان دماء شهداء شعبنا لن تذهب هدرا	war_corpus	threats	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1349	الشعب السوداني الثائر هو صاحب القرار دآئما وأبدا إرادة الشغب دائما تنتصر #اعتصام_القيادة_عامة #مدن_السودان_تنتفض #سقطت_تاني	old_twitter	profanity	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1352	المرأة قالت "تضحكو على حميدتي وهو كان حاميكم من الغرابة ديل".. واحد يوريني عقوبة القتل العمد سرييييييييع	old_twitter	violence_reporting	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
1354	دا كلام دا محمد عبدالرحيم أمريكا روسيا قد دنا عذابها عذبناهم بالمشية والجية #تسقط_بس #مدن_السودان_تنتفض #موكب18مارس	old_twitter	hate_tribal	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
1359	يلا يا ناس ده اخر م توصلنا ليه بعد زمن من البكاء والنواح يلا #ندعي_عليهم وعلي ذريتهم واهاليهم #عن_كمية_السذاجه	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
