id	text	source	keyword_cat	ws_label	gpt_label	llama_label	tier	majority_label	agree_count	ws_confidence
18	مصفاة الجيلي هلاك العقيد خلا علي كيمان دهب الملقب بقرع زايل ونعيمكي زايل شالت القرع	war_corpus	random_no_keyword	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	0	0.0
19	جيشنا الباسل يدمر منصة اطلاق صواريخ تابعة للمليشيا الارهابية المتمردة في مدينة نيالا، وهلاك جميع المرتزقة الموجودين في المبنى نصر من الله، وفتح قريب تابعونا على الرابط قناة التلغرام _ قناة الواتساب	war_corpus	violence_incitement	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
20	والظاهرة الغريبة الان هى زحام الانتصارات زحام الى درجة ان معركة الفاشر مثلا يختطف البعض منها رقيص الناس ويكتفى والبعض ينشر ضخامة عدد القتلى ويكتفى والبعض ينشر هروب وموت القادة ويكتفى بالمناسبة شىء مثلها سوف يقع فى مدنى وعلى الطلاق ما اسكت اكتر من كدا	war_corpus	violence_reporting	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
21	بروف عبدالله علي ابراهيم معلقا على القطعة	old_twitter	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
22	ههههههه والله خميس ضاارب دا	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	1.0
23	هم كلاب اكون معاهم كيف؟؟؟	war_corpus	dehumanizing	OFFENSIVE	HATE	HATE	2	HATE	2	1.0
24	مصادر صحفية الوقف الفوري للاعمال العدائية ومحاولة الجمع بين الرئيس البرهان وحميدتي مسارين امريكيين لحل ازمة السودان _انضم للمشهد السودان علي تلغرام عبر الرابط	war_corpus	neutral_news	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.974
25	النيل الازرق اليوم الخميس تابع قناة المراسل السوداني علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابعنا في التلغرام	war_corpus	hate_tribal	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
26	كالعادة يعني, صباح النور يا بستي	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
27	ده حساب بنكك للتبرع 2999115 باسم ولاء عبد الغفار ارقام التبرع برصيد سوداني 0115990403 اريبا 0998244818 زين 0908357868 رسلو اشعار بنكك فضلا	war_corpus	threats	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
28	تدمير قوة كبيرة للجنجويد جنوب مدني وتدمير عدد كبير من اليات الجنجويد تدمير ارتكاز فداسي الذي يعتبر الاكبر شمال مدني ذلك بواسطة المسيرات والطيران انهاك كبير لقوات التمرد بود مدني ، تتكامل فيه المحاور والوسائل والادوات قريبا قريبا يشع الامل باذن الله نصر من الله وفتح قريب	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	2	1.0
29	إنضمام ثوار الجامعة الوطنية للموكب الموكب متوجه إلى شارع ال الشعب يريد قصاص الشهيد	old_twitter	profanity	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
30	الذين أحبونا أقل من سمعتهم	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
31	القياده القياده القياده اعتصام القياده اسقط البشير وابن عوف واصلوا الاعتصام الحل في الاعتصام اتذكروا وعودنا للشهداء: "يا نعيش احرار يا نموت ثوار" #اعتصام_القيادة_العامة	old_twitter	violence_reporting	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
32	إن كان من قتله فردا ربما العفو أصلح وأعظم أجر ولكن شخصا مقابل واحد فالأمر مؤلم والأمرُ من ذلك "الطريقة" نأمل ألا يتلاعب في الاستئناف وأن يعدموا وسط مدينة خشم القربة وعلى مرأى ومسمع الشعب. #قصاص_احمد_الخير	old_twitter	violence_reporting	OFFENSIVE	OFFENSIVE	NEUTRAL	2	OFFENSIVE	2	1.0
33	قوات العمل الخاص تدمر قارببن بالنيل على متنها عدد من جنود المليشيا الهاربين من الاذاعة والتلفزيون نصر من الله وفتح قريب	war_corpus	violence_incitement	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	2	1.0
34	امير منطقة عسير تركي بن طلال بن عبدالعزيز يكرم مواطن سعودي لموقفه الكبير تجاه اسرة سودانية تعرض والدهم فتح الرحمن عربي لحادث مروري توفى على اثره لرحمه الله اثناء ذهابه لاستقبالهم من المطار وتم احتواء العائلة كاملة واستحقاق راتب لهم وبيت وتسجيل بناته واولاده بالجامعات السعودية على نفقة الحكومة السعودية	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
35	قوات الجيش السوداني والقوات المشتركة للحركات تتوجه لمحاصرة مدينة الجنينة عاصمة ولاية غرب دارفور بعد دخولها الى كلبس الرسالة249 معركة_الكرامة	war_corpus	profanity	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	0.561
36	منو أكتر حارس منفوخ الحراس عموماً مظاليم صعب تلقى حارس اخد اكبر من حجمه عندك انا كمثال	old_twitter	profanity	OFFENSIVE	OFFENSIVE	OFFENSIVE	1	OFFENSIVE	3	1.0
37	يعني الاتفاق بين المكتبة والمستخدم ما بتشترط عليه يرجع الكتاب؟ على كدة اوكي، موضوع السرقة اتنفى و	old_twitter	violence_reporting	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.0
38	التعدي على النساء واعتقالهم؛ عمل خسيس حقير، لم نعهده الا من انظمة العمالة والكفر والردة، وعار على من يدعي نصرة الاسلام والمسلمين القيام به، وينبغي على الجميع انكار مثل هذه التصرفات المشينة، اعراض المسلمين ليست لعبة، الا شل الله كل يد امتدت على اخواتنا المسلمات	war_corpus	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	2	0.528
39	ضربات جوية للطيران الحربي علي منطقة زرق بولاية شمال دارفور صباح اليوم السبت	war_corpus	hate_tribal	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.0
40	رسميا السلطات السعودية تفرض على الراغبين في اداء العمرة من السودانيين وجود ضامن مقيم في المملكة لاستخراج ضمان وتوثيقه في الغرفة التجارية بالمنطقة المقيم فيها	war_corpus	profanity	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
41	الخرطوم موكب جبال النوبة موكب خريجي جامعة الرازي موكب المصرفيين موكب ضباط الشرطة المتقاعدين موكب تجمع المصممين السودانيين #تسقط_تالت #اعتصام_القياده_العامه	old_twitter	hate_tribal	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.0
42	اي والله وكمان لو بقينا كتاااااار نعتصم عديل كدا #مدن_السودان_تنتفض #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	2	1.0
43	عندي صديقتي الصدوقه اسمها (سحر) وماتت مقتوله في حادث لو لاحظت دايما اي شخصية اسمها (سحر) في قصصي بتموت مقتوله	old_twitter	violence_reporting	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.0
44	انتي كلك زينة وعاينة كالوزينة ويحفظك مولاك	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	1.0
45	بل بل بل بل بل في نص قلبك يا دعامي قول حرقني بس اللهم انصر القوات المسلحة وما النصر الا من عند الله	war_corpus	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	2	1.0
46	معليش حبيبي انا عايزاك تجيبا لي انت	old_telegram	random_no_keyword	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
47	والله إذا دي ياها ثورة الوعي الطالعين ليها يوم ف على الوعى السلام.	old_twitter	revolution_terms	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	2	1.0
48	مليون سلام لي اي بت وقفت وشالت للعلم قالت بلادي هي الاهم	war_corpus	humanitarian	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
49	تم تقييده في المجموعه المستخدم معتصم محمد احمد	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
50	ينصصصصر ديينك يا منصووور يا ولد حمدااان	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
51	باقي تفتحي الدي ام ونتونس بس	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	2	1.0
52	كان نرقص لانو اغنية الكلب النوتي دي رابه لم غلط	war_corpus	dehumanizing	OFFENSIVE	OFFENSIVE	OFFENSIVE	1	OFFENSIVE	3	1.0
53	في ناس كتير نفسها كان تشوف الطيران لمن يضرب الجنجويد وقبل يرفعوهم ويصوروا هاكم المقطع الجنجويد مقطعين شرق النيل سوبا شرق ام عشوش نار وشرار	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	3	1.0
54	الطيران الحربي سجل زيارة جديدة في سماء الفاشر اليوم مستهدفا تجمعات للمليشيا المتمرده خارج الفاشر في الاتجاهين الشمالي والشرقي ما بتنوم والله	war_corpus	hate_political	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.0
55	مني اركو مناوي الانسانية لا تتجزا الهدنة يجب ان يسبق انسحاب الجنجويد والمرتزقة من المناطق السكنية والمستشفيات و المدن و الافراج عن المختطفين بمن فيهم الاطفال والنساء و تامين عودة النازحين لمن تكون هدنة دون حماية المدنيين و محاسبة مرتكبي الجرائم؟ اي هدنة بغير ذلك ، تعني تقسيم السودان	war_corpus	hate_political	HATE	HATE	NEUTRAL	2	HATE	2	0.517
56	كلامك صاح الفلول من 56 بعملو فتن وحروب لكن خلاص مع الاشاوس ديل والامير ود حمدان تاني الفلول يشموها قدحه	war_corpus	hate_political	HATE	HATE	OFFENSIVE	2	HATE	2	0.911
57	اولادنا بمدينة النهود يتقدمون بثبات،تدمير عدد من العربات القتالية للمرتزقة وتحيد عدد من افرادهم وقلة حدة الاشتباكات كردفان الغرة تابع قناة السودان علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابع قناة السودان علي تلغرام	war_corpus	hate_political	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
58	م ياهو كلنا بنحب الشي الاسمو اهتمامونكره الكلمةة الاسمها تجاهل او مصطلح تاني(تسفيه)	old_telegram	hate_political	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	2	1.0
59	طيب ما تجي يلا ونجيب عبد الله	old_twitter	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
60	باتاريخ اليوم حطاب السد الباب متك واستلام بالقرب من الجيلي انتهت الاقامه ياجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	3	1.0
61	يخوانا ده شنووو.؟ الناس دي متين انو في وباء ولمن يجيهم حيريحهم من الحياه كلها خلي صف البنزين الوعي افضل سلاح ضد الكرونا والله	old_twitter	dehumanizing	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	2	1.0
62	شرفاء السودان اصدحوا بالاصوات التي تدين الامارات الان انت تقود معركة بي صوتك اقوي من الرصاص ضد مرتزقة الامارات	war_corpus	hate_political	OFFENSIVE	HATE	HATE	2	HATE	2	1.0
63	لا وجود للامان المطلق؛ وهذا يعني ان كل شيء في هذه الحياة بوسعه ان يهشم حائط امانك، ويلقيك في الفزع مرة بعد مرة	war_corpus	threats	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.0
64	امن يا جن في المقدمه و الرعاية	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	2	1.0
65	حوجه عاجله محتاجين ٤ قزايز دم لطفل مصاب بالكانسر فصيلته o مستشفي الضمان رقم الوالد علي ابرهيم 0121023561 الشير الحاله عاجله جدا	war_corpus	neutral_news	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
66	لا تعامل الناس على أنهم ملائكة فتعيش مغفل و لا على أنهم شياطين فتعيش شيطان بل عاملهم على أن فيهم بعض أخلاق الملائكة و كثير من أخلاق الشياطين	old_twitter	dehumanizing	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
67	يلا نجمع لمبادرة طحين وخبز تاني في اسرع وقت ممكن؟ همتكم يا اهل الخير جددوا نواياكم ، افلح من صدق	war_corpus	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
68	والله يجماعة الناس م محتاجة انها تمرض مرض مزمن او حتى تحس انها حتموتوعشان تعيش حياتها لي يعني م تعيشي حياتك و تعيشي احلامك و تعيشي حاجاتك بي كل تفاصليها حتى ولو كانت م حلوة اكيد حيجي يوم و تجي الحاجات الحلوة و ال حتنسيك مرارة ال عشتيهو مية مرة	old_telegram	dehumanizing	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
69	كريتكال رجع لي يوسف الحاج حسابو بطل امور العرمه البتعملا كل يوم دي	old_twitter	threats	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	0.0
70	وما ساهل ما شوية خالص	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	NEUTRAL	2	NEUTRAL	2	1.0
71	هسي دي ما انا زاتي	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	1.0
72	اعتصام حتى زوال الحكم #اعتصام_القيادة_العامة #تسقط_بس #موكب6ابريل	old_twitter	revolution_terms	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	2	1.0
73	ناس تحارب #الكوليرا_في_السودان ويعرضوا انفسهم لخطر الاصابة والحكومة تحاربهم وتعتقلهم كى لايشوهوا صورة السودان فى الخارج	old_twitter	violence_reporting	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	2	1.0
74	الرسائل الغير متوقعة جميلة جدا	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
75	بحري لمتابعة التغطية الخاصة للمعارك اول باول تابع صفحة الخرطوم مقبرة الجنجويد على الفيسبوك من خلال الرابط الخرطوم_مقبرة_الجنجويد معركة_الكرامة تحرير_الجزيرة الجزيرة مدني_لازم_ترجع	war_corpus	neutral_news	HATE	HATE	NEUTRAL	2	HATE	2	1.0
76	يعني تحت المويه الشغل ده	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	2	1.0
77	فلنقات المسيرية الشغالين عبيد يحاربو بالانابة عن الشماليين عبيد الاستعمار	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	3	0.673
78	قلت ليو شايف اللستك الورا النايم داك انا عايز اخت فيهو الطشت عشان اغسل فيو الهدوم	old_telegram	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	1.0
79	الخرطوم مراسلة الحدث مقتل عنصر من الجيش السوداني واصابة 7 اخرين	war_corpus	neutral_news	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
80	اتفاق سعودي اماراتي يقضي بان ترث الامارات بقايا الاخوان الشاهد على ذلك ما حدث في تعز و ما يحدث اليوم في السودان اسقطوا البشير ووضعوا مكانه قائد قوات السودان المشاركة في العدوان على اليمن عميلهم الاول #اعتصام_القيادة_العامة #مدن_السودان_تنتفض	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	2	1.0
81	والله سمعت وفد التفاوض دي انا افتكرتو جاي من جوبا	old_twitter	violence_incitement	HATE	NEUTRAL	OFFENSIVE	3	NO_MAJORITY	0	1.0
82	رئيسنا الطرطور خريج من حقوق بمقبول مكنتش واثق فى قدراته الذهنية من الأول	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	0.0
83	البت السودانية ما ممكن تتنفس ساي بدون ما زول يزعل و يدق جرس و ياخد الموضوع شخصي ياخ امشوا شوفوا ليكم موضوع ياخ البلد عمرها ما حتمشي لقدام ما دام فيها فقُر زيكم	old_twitter	profanity	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	1.0
84	اقصه حسا دي بس كاميرات المراقبة دي تختاني	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	2	1.0
85	تونس تتضامن مع السودان مظاهرات امام سفارة دويلة الشر الامارات تابع قناة المراسل السوداني علي الواتساب تابعنا في التلغرام	war_corpus	threats	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	0.886
86	الشرطة في منزل صحفية سودانية قاضت الامارات ماذا هناك ؟؟ السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	war_corpus	neutral_news	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
87	مستني زول من قبيييل يعلق	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	0	1.0
88	عناوين الصحف السودانية الصادرة اليوم الخميس ١٦ اكتوبر ٢٠٢٥م تفاصيل الخبر على الرابط اخبار_السودان السودان_الان السودان عاجل السودان_اليوم الراي_السوداني الاخبار_العاجلة تابعنا على تيلجرام	war_corpus	neutral_news	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
89	سارع كل العرب والمسلمين وهيئة علماء السلطان الكيزانية لادانة حادثة نيوزلاند ولكن سفاح نيوزلاند افضل من الكيزان لانه تخير من يقتل فقتل من يختلف معه في الهوية والدين اما الكيزان فيقتلون ابناء جلدتهم ولا اعتقد انهم علي دين الاسلام #اعتصام_القيادة_العامة #مدن_السودان_تنتفض	old_twitter	hate_political	NEUTRAL	HATE	HATE	2	HATE	2	0.576
90	كل القبائل جاهزة في كسلا، ومن ضمنهم قبائل الرشايدة اعلام_اسناد_وزارة_الدفاع_السودانية الفداء_والوعي معركة_الكرامة	war_corpus	violence_reporting	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
91	بالظبط، كل نظام سياسي لابد له من مرجعية تبني افكاره، هذه المرجعيات تكون ثقافية أو علمية الليبرالية أو فلسفية مثلا الشيوعية أو العلمانية أو عقائدية مثل الإسلامية أو اليهودية. فالدين مرجعية فكر، زيما الفلسفة أو العلم أو الثقافات المختلفة مرجعيات، وهنا في سوء فهم شديد عند السياسيين	old_twitter	religious_sectarian	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
92	الاشاوس من الميدان الحرب ستنتهي في بورتسودان وتحرير السودان من مليشيا البرهان RSF from the battlefield This war will end in Port Sudan and liberate Sudan from the SAF militia معركة_الديمقراطية حراس_الثورة_المجيدة	war_corpus	violence_reporting	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	2	1.0
93	دا قروب هكر و لا أرجع بي دربي	old_telegram	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	1.0
94	مصدر امني تم استلام جزء كبير من مطار الخرطوم ، ويتواجد عناصر من قوات الدعم السريع في الصالات الداخلية وتم عمل طوق حصاري عليهم لاجبارهم علي الاستسلام دون مقاومة الاشتباكات الان الدعوات	war_corpus	violence_reporting	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
95	القوة المشتركة تدمير 4 متحركات للمليشيا في الخوي ومئات القتلى في صفوفهم	war_corpus	violence_reporting	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
96	انا ما مزعلني الا ناس شندي المرقو موكب امبارح وين كنتو وقت الناس بتموت وبقتلوهم الكيزان الطالعين عشانهم اسي ديل يا بطاله؟؟ شندي العار	old_twitter	hate_political	OFFENSIVE	HATE	HATE	2	HATE	2	1.0
97	هههههه الكلب قال نتعرض لي تطهير و ابادة عرقية في الخرطوم و الجزيرة و كل مكان خت السلاح و استسلم كلامنا وااااحد	war_corpus	dehumanizing	HATE	HATE	HATE	1	HATE	3	0.82
98	الفوضى التي حدثت في قاعة الصداقة تدل على انها لم تسقط بس انهم الكيزان يا سادة #السودان	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	2	1.0
99	من الخرطوم سلام تسقط بس، ياسيسي التحيه لنضال الشعب المصري،الصابر	old_twitter	profanity	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.723
100	هل تعلم أن الإنسان اذا قضى ساعة ونصف تحت سطح الماء فإنّا لله وإنا إليه لراجعون وشكراً #تسقط_بس #١٣_مارس	old_twitter	revolution_terms	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
101	بديك كم خيار الملونات باللون الغامق ديل العدد ساعاتهم كافية اللون العادي دا بخليك تصحى كويس بس عدد ساعات اقل ، الخيار التاني تقول ليه انك	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	1.0
102	هل تعلم ان مرحلة الـ هي المرحلة التي تسبق مرحلة البلوك مباشرة	old_twitter	profanity	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.0
103	مافي زول يقول ليك جيب حسابك بساعدك	war_corpus	threats	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	2	1.0
104	وروني وعرفت واتواصلت، انتي بس بطلي تشكيك وفلسفة	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	1.0
105	صور مشاركة حركة المقاومة الشعبية بحضور وقفة دعم واسناد مع الاسير المجاهد خليل عواودة المضرب عن الطعام لليوم ال 24 على التوالي في سجون الاحتلال الصهيوني والتي نظمتها مؤسسة مهجة القدس للاسري والشهداء امام برج شوا حصري وسط مدينة غزة اليوم الاحد 27 03 2022م	war_corpus	violence_reporting	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
106	ما تضايق انت لسة ود صغير	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	2	1.0
107	الله يعوضعهم الجنة ، عدم فحص السائقين وعدم الالتزام بالسرعة والتخطي الخاطئ وعدم توفر الإسعاف	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	NEUTRAL	1	NEUTRAL	3	0.0
108	يا جماعة لو داير ادق لمركز خدمات سوداني للمشتركين و اتكلم مع واحد من العملاء ، اعمل شنو	old_telegram	hate_political	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	2	1.0
109	ان يسموك كافر وانت تبحث عن الحقيقة، خير لك من ان يسموك مؤمن و انت تقلد جهلهم صوت_الجمهورية	war_corpus	religious_sectarian	OFFENSIVE	HATE	NEUTRAL	3	NO_MAJORITY	0	1.0
110	شاهد عضو مجلس السيادة نائب القائد العام الفريق اول ركن شمس الدين كباشي يخاطب منسوبي قيادة المنطقة العسكرية الشرقية ٢٧ مارس ٢٠٢٤م السودان القوات_المسلحة_السودانية المقاومة_الشعبية تحت قيادة القوات المسلحة نحن في الشدة باس يتجلى معركة_الكرامة مليشيا_حميدتي_منظمة_ارها_بية جيش_واحد_شعب_واحد sudan SudanNews Conflict_in_Sudan sudan_war	war_corpus	humanitarian	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	2	0.723
111	ال خلاص يلا بدون المجهول	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	2	1.0
